date,time,Humi,Temp,EC,PH,N,P,K
18/7/2024,16:13:27,12.5,30.4,217,7.7,6,61,54
18/7/2024,16:43:27,12.5,30.1,214,7.8,6,60,52
18/7/2024,17:13:27,11.2,30,213,7.7,6,59,52
18/7/2024,17:43:27,9.8,30,211,7.8,5,59,51
18/7/2024,18:13:27,9.8,29.9,210,7.8,5,58,50
18/7/2024,18:43:27,9.8,29.8,208,7.8,4,57,49
18/7/2024,19:13:27,11,29.6,206,7.8,4,56,48
18/7/2024,19:43:27,10.9,29.5,205,7.8,4,56,48
18/7/2024,20:13:27,10.6,29.4,204,7.8,4,55,47
18/7/2024,20:43:27,10.7,29.4,204,7.7,4,55,47
18/7/2024,21:13:27,12.5,29.3,203,7.8,3,55,47
18/7/2024,21:43:27,9.8,29.3,202,7.8,3,54,46
18/7/2024,22:13:27,11.5,29.2,202,7.7,3,54,46
18/7/2024,22:43:27,11.2,29.2,201,7.8,3,54,46
18/7/2024,23:13:27,12,29.1,201,7.8,3,54,46
18/7/2024,23:43:27,9.8,29.1,200,7.8,3,53,46
19/7/2024,0:13:27,10.5,29,200,7.8,3,53,46
19/7/2024,0:43:27,10.9,28.9,199,7.8,3,53,45
19/7/2024,1:13:27,9.8,28.9,199,7.8,3,53,45
19/7/2024,1:43:27,11.2,28.9,198,7.8,2,52,45
19/7/2024,2:13:27,12.5,28.8,198,7.8,2,52,45
19/7/2024,2:43:27,10.2,28.8,198,7.8,2,52,45
19/7/2024,3:13:27,11.2,28.7,197,7.8,2,52,44
19/7/2024,3:43:27,11.5,28.7,197,7.8,2,52,44
19/7/2024,4:13:27,10.7,28.6,196,7.8,2,51,44
19/7/2024,4:43:27,11.2,28.5,196,7.9,2,51,44
19/7/2024,5:13:27,9.8,28.5,196,7.9,2,51,44
19/7/2024,5:43:27,10.9,28.5,196,7.9,2,51,44
19/7/2024,6:13:27,10,28.5,195,7.9,2,51,43
19/7/2024,6:43:27,11,28.4,195,7.9,2,51,43
19/7/2024,7:13:27,9.8,28.4,195,7.9,2,51,43
19/7/2024,7:43:27,9.8,28.4,195,8,2,51,43
19/7/2024,8:13:27,12,28.4,195,8,2,51,43
19/7/2024,8:43:27,10.9,28.5,195,8,2,51,43
19/7/2024,9:13:27,21.3,27.2,304,7.7,25,103,96
19/7/2024,9:43:27,15.4,27.1,284,7.5,20,94,86
19/7/2024,10:13:27,17.1,26.9,306,7.5,25,104,97
19/7/2024,10:43:27,14.2,27.1,303,7.5,24,103,96
19/7/2024,11:13:27,14.6,27.2,298,7.4,23,100,93
19/7/2024,11:43:27,13.8,27.2,297,7.4,23,100,93
19/7/2024,12:13:27,13,27.4,297,7.4,23,100,93
19/7/2024,12:43:27,13,27.6,296,7.5,23,99,92
19/7/2024,13:13:27,14.9,27.8,296,7.5,23,99,92
19/7/2024,13:43:27,15.1,28.1,295,7.5,23,99,92
19/7/2024,14:13:27,13.2,28.2,293,7.6,22,98,91
19/7/2024,14:43:27,12.6,28.3,291,7.6,22,97,90
19/7/2024,15:13:27,12.2,28.3,289,7.6,21,96,89
19/7/2024,15:43:27,15.4,28.3,287,7.6,21,95,88
19/7/2024,16:13:27,13.9,28.3,285,7.6,21,94,87
19/7/2024,16:43:27,13.1,28.4,283,7.6,20,93,86
19/7/2024,17:13:27,13.8,28.4,282,7.5,20,93,85
19/7/2024,17:43:27,12.2,28.4,280,7.5,20,92,84
19/7/2024,18:13:27,13.9,28.4,279,7.5,19,91,84
19/7/2024,18:43:27,13.2,28.4,277,7.7,19,90,83
19/7/2024,19:13:27,13.8,28.5,276,7.7,19,90,82
19/7/2024,19:43:27,11.4,28.4,275,7.7,18,89,82
19/7/2024,20:13:27,13.4,28.3,274,7.6,18,89,82
19/7/2024,20:43:27,12.2,28.3,273,7.7,18,88,81
19/7/2024,21:13:27,11.7,28.3,272,7.6,18,88,81
19/7/2024,21:43:27,11.4,28.2,271,7.6,18,87,80
19/7/2024,22:13:27,13.8,28.2,270,7.6,17,87,80
19/7/2024,22:43:27,12.5,28.2,270,7.7,17,87,80
19/7/2024,23:13:27,11.7,28.1,269,7.7,17,86,79
19/7/2024,23:43:27,11.5,28.1,269,7.7,17,86,79
20/7/2024,16:05:01,9.8,30.2,252,7.7,14,78,71
20/7/2024,16:35:01,9.8,30,250,7.7,13,77,70
20/7/2024,17:05:01,9.8,29.9,249,7.7,13,77,69
20/7/2024,17:35:01,9.9,29.7,247,7.7,13,76,68
20/7/2024,18:05:01,12.9,29.7,246,7.7,12,75,68
20/7/2024,18:35:01,9.7,29.6,244,7.7,12,74,67
20/7/2024,19:05:01,9.8,29.5,243,7.7,12,74,66
20/7/2024,19:35:01,10.6,29.3,243,7.7,12,74,66
20/7/2024,20:05:01,10.4,29.2,242,7.7,12,73,66
20/7/2024,20:35:01,9.8,29.2,241,7.8,11,73,65
20/7/2024,21:05:01,11.2,29.1,241,7.8,11,73,65
20/7/2024,21:35:01,10.9,29.1,241,7.7,11,73,65
20/7/2024,22:05:01,9.7,29.1,240,7.7,11,72,65
20/7/2024,22:35:01,10.5,29,240,7.7,11,72,65
20/7/2024,23:05:01,11.2,29,240,7.7,11,72,65
20/7/2024,23:35:01,13.4,28.9,240,7.7,11,72,65
21/7/2024,0:05:01,12.6,28.9,239,7.8,11,72,64
21/7/2024,0:35:01,10.5,28.8,239,7.8,11,72,64
21/7/2024,1:05:01,9.7,28.8,239,7.8,11,72,64
21/7/2024,1:35:01,12,28.7,238,7.8,11,72,64
21/7/2024,2:05:01,10.7,28.7,238,7.8,11,72,64
21/7/2024,2:35:01,12.3,28.7,238,7.8,11,72,64
21/7/2024,3:05:01,12,28.6,238,7.9,11,72,64
21/7/2024,3:35:01,10.6,28.6,238,7.9,11,72,64
21/7/2024,4:05:01,9.9,28.5,238,7.9,11,72,64
21/7/2024,4:35:01,10.2,28.5,238,7.9,11,72,64
21/7/2024,5:05:01,11,28.4,238,7.9,11,72,64
21/7/2024,5:35:01,10.4,28.4,237,7.9,11,71,64
21/7/2024,6:05:01,11.5,28.4,237,7.9,11,71,64
21/7/2024,6:35:01,10.5,28.4,237,8,11,71,64
21/7/2024,7:05:01,10.7,28.3,236,8,10,71,63
21/7/2024,7:35:01,10.4,28.2,236,8,10,71,63
21/7/2024,8:05:01,9.7,28.2,236,8,10,71,63
21/7/2024,8:35:01,9.7,28.2,237,8,11,71,64
21/7/2024,9:05:01,10.6,28.3,237,8,11,71,64
21/7/2024,9:35:01,12.1,28.3,237,8,11,71,64
21/7/2024,10:05:01,10.9,28.4,237,8.1,11,71,64
21/7/2024,10:35:01,12,28.5,238,8.1,11,72,64
21/7/2024,11:05:01,12.2,28.5,237,8.1,11,71,64
21/7/2024,11:35:01,9.4,28.6,237,8.1,11,71,64
21/7/2024,12:05:01,10.6,28.7,238,8.1,11,72,64
21/7/2024,12:35:01,9,28.9,238,8.1,11,72,64
21/7/2024,13:05:01,9,29.1,238,8.2,11,72,64
21/7/2024,13:35:01,10.1,29.6,239,8.1,11,72,64
21/7/2024,14:05:01,10.6,29.7,238,8.2,11,72,64
21/7/2024,14:35:01,10,29.9,238,8.1,11,72,64
21/7/2024,15:05:01,10,30,238,8.1,11,72,64
21/7/2024,15:35:01,10.2,29.9,236,8.1,10,71,63
21/7/2024,16:05:01,10.6,29.9,235,8.1,10,70,63
21/7/2024,16:35:01,10,29.9,235,8.1,10,70,63
21/7/2024,17:05:01,10,29.8,233,8.1,10,69,62
21/7/2024,17:35:01,9.7,29.7,232,8.1,9,69,61
21/7/2024,18:05:01,8.9,29.6,231,8.1,9,68,61
21/7/2024,18:35:01,12,29.5,230,8.1,9,68,60
21/7/2024,19:05:01,10,29.3,229,8.1,9,67,60
21/7/2024,19:35:01,10.5,29.2,229,8.1,9,67,60
21/7/2024,20:05:01,8.9,29.2,228,8.1,9,67,59
21/7/2024,20:35:01,8.9,29.2,228,8.1,9,67,59
21/7/2024,21:05:01,8.9,29.1,228,8.1,9,67,59
21/7/2024,21:35:01,9,29.1,227,8.1,8,66,59
21/7/2024,22:05:01,9.7,29.1,227,8.1,8,66,59
21/7/2024,22:35:01,9.7,29,227,8,8,66,59
21/7/2024,23:05:01,9.7,29,226,8,8,66,58
21/7/2024,23:35:01,11,28.9,226,8,8,66,58
22/7/2024,0:05:01,10.6,28.9,226,8,8,66,58
22/7/2024,0:35:01,9,28.9,225,8,8,65,58
22/7/2024,1:05:01,8.9,28.8,225,8,8,65,58
22/7/2024,1:35:01,9.7,28.8,225,8,8,65,58
22/7/2024,2:05:01,8.2,28.7,225,8,8,65,58
22/7/2024,2:35:01,9.9,28.7,224,8,8,65,57
22/7/2024,3:05:01,8.9,28.6,224,8,8,65,57
22/7/2024,3:35:01,9.7,28.6,224,8,8,65,57
22/7/2024,4:05:01,9.7,28.5,223,8,8,64,57
22/7/2024,4:35:01,9.4,28.5,223,8,8,64,57
22/7/2024,5:05:01,9.4,28.4,223,8,8,64,57
22/7/2024,5:35:01,9.4,28.3,223,8,8,64,57
22/7/2024,6:05:01,11.9,28.3,222,8,7,64,56
22/7/2024,6:35:01,11.4,28.2,222,7.9,7,64,56
22/7/2024,7:05:01,9.8,28.2,221,7.9,7,63,56
22/7/2024,7:35:01,9.9,28.2,221,7.9,7,63,56
22/7/2024,8:05:01,9.7,28.2,221,7.9,7,63,56
22/7/2024,8:35:01,10.6,28.2,221,7.9,7,63,56
22/7/2024,9:05:01,9,28.3,222,7.9,7,64,56
22/7/2024,9:35:01,8.9,28.3,222,7.9,7,64,56
22/7/2024,10:05:01,9.9,28.5,222,7.9,7,64,56
22/7/2024,10:35:01,9,28.6,223,7.9,8,64,57
22/7/2024,11:05:01,10.4,28.7,222,7.9,7,64,56
22/7/2024,11:35:01,9,28.8,223,7.9,8,64,57
22/7/2024,12:05:01,11.9,28.9,222,7.9,7,64,56
22/7/2024,12:35:01,8.5,29,222,7.9,7,64,56
22/7/2024,13:05:01,9.2,29.2,222,7.9,7,64,56
22/7/2024,13:35:01,8.2,29.6,223,8,8,64,57
22/7/2024,14:05:01,8.9,29.7,222,8,7,64,56
22/7/2024,14:35:01,8.1,29.9,222,8,7,64,56
22/7/2024,15:05:01,9.9,30,221,8,7,63,56
22/7/2024,15:35:01,8.2,30,220,8,7,63,55
22/7/2024,16:05:01,9,29.9,218,8,7,62,54
22/7/2024,16:35:01,10.6,29.8,217,8,6,61,54
22/7/2024,17:05:01,9.4,29.8,216,8,6,61,53
22/7/2024,17:35:01,8.1,29.8,215,8,6,60,53
22/7/2024,18:05:01,9.8,29.8,214,8,6,60,52
22/7/2024,18:35:01,12.7,29.8,260,7.5,15,82,75
22/7/2024,19:05:01,11.4,29.6,245,7.4,12,75,67
22/7/2024,19:35:01,11,29.4,237,7.5,11,71,64
22/7/2024,20:05:01,11,29.4,232,7.5,9,69,61
22/7/2024,20:35:01,11.8,29.4,229,7.5,9,67,60
22/7/2024,21:05:01,10.7,29.4,226,7.5,8,66,58
22/7/2024,21:35:01,10.7,29.3,224,7.5,8,65,57
22/7/2024,22:05:01,11,29.3,222,7.6,7,64,56
22/7/2024,22:35:01,11,29.3,221,7.6,7,63,56
22/7/2024,23:05:01,9.8,29.2,219,7.6,7,62,55
22/7/2024,23:35:01,11.5,29.2,218,7.6,7,62,54
23/7/2024,0:05:01,9.8,29.1,217,7.6,6,61,54
23/7/2024,0:35:01,11.4,29.1,217,7.6,6,61,54
23/7/2024,1:05:01,12.2,29,216,7.6,6,61,53
23/7/2024,1:35:01,11,29,215,7.6,6,60,53
23/7/2024,2:05:01,10.6,28.9,215,7.5,6,60,53
23/7/2024,2:35:01,11,28.9,214,7.5,6,60,52
23/7/2024,3:05:01,11,28.9,213,7.5,6,59,52
23/7/2024,3:35:01,11.8,28.7,213,7.5,6,59,52
23/7/2024,4:05:01,11.5,28.7,212,7.4,5,59,51
23/7/2024,4:35:01,9.7,28.7,212,7.4,5,59,51
23/7/2024,5:05:01,12.2,28.6,211,7.4,5,59,51
23/7/2024,5:35:01,10.4,28.5,210,7.3,5,58,50
23/7/2024,6:05:01,9.7,28.4,210,7.3,5,58,50
23/7/2024,6:35:01,9.7,28.4,210,7.2,5,58,50
23/7/2024,7:05:01,12.5,28.4,209,7.2,5,58,50
23/7/2024,7:35:01,12.6,28.4,209,7.1,5,58,50
23/7/2024,8:05:01,10.5,28.4,209,7.1,5,58,50
23/7/2024,8:35:01,9.7,28.4,209,7.1,5,58,50
23/7/2024,9:05:01,10.4,28.5,209,7.1,5,58,50
23/7/2024,9:35:01,9.7,28.6,209,7,5,58,50
23/7/2024,10:05:01,10.2,28.6,208,7,4,57,49
23/7/2024,10:35:01,9,28.7,208,7,4,57,49
23/7/2024,11:05:01,9.9,28.9,208,7,4,57,49
23/7/2024,11:35:01,10.6,28.9,208,7,4,57,49
23/7/2024,12:05:01,9.4,29.1,208,7,4,57,49
23/7/2024,12:35:01,9,29.2,208,7,4,57,49
23/7/2024,13:05:01,11.4,29.4,208,7,4,57,49
23/7/2024,13:35:01,12.2,30.2,209,7,5,58,50
23/7/2024,14:05:01,9.9,30.8,210,7,5,58,50
23/7/2024,14:35:01,9.4,31.3,209,7,5,58,50
23/7/2024,15:05:01,8.5,30.9,206,7,4,56,48
23/7/2024,15:35:01,9.5,30.7,204,7,4,55,47
23/7/2024,16:05:01,10.2,30.5,202,7,3,54,46
23/7/2024,16:35:01,10.9,30.4,200,7,3,53,46
23/7/2024,17:05:01,10.6,30.2,198,7,2,52,45
23/7/2024,17:35:01,9,30.2,196,7,2,51,44
23/7/2024,18:05:01,9.2,30.1,195,7,2,51,43
23/7/2024,18:35:01,8.5,30.1,194,7,2,50,43
23/7/2024,19:05:01,10.8,30,193,7,1,50,42
23/7/2024,19:35:01,8.5,29.9,192,7,1,49,42
23/7/2024,20:05:01,8.2,29.8,191,6.9,1,49,41
23/7/2024,20:35:01,9.4,29.8,191,7,1,49,41
23/7/2024,21:05:01,10.9,29.7,190,7,1,48,41
23/7/2024,21:35:01,8.9,29.6,189,7,1,48,40
23/7/2024,22:05:01,8.1,29.6,189,7,1,48,40
23/7/2024,22:35:01,9,29.6,188,7,0,47,40
23/7/2024,23:05:01,9.9,29.4,187,7,0,47,39
23/7/2024,23:35:01,9,29.4,187,7.1,0,47,39
24/7/2024,0:05:01,9.4,29.4,187,7.1,0,47,39
24/7/2024,0:35:01,9.2,29.4,186,7.1,0,46,39
24/7/2024,1:05:01,8.1,29.3,186,7.1,0,46,39
24/7/2024,1:35:01,9.2,29.2,185,7.2,0,46,38
24/7/2024,2:05:01,7.7,29.1,185,7.2,0,46,38
24/7/2024,2:35:01,10.6,29,184,7.2,0,45,38
24/7/2024,3:05:01,9.7,29,184,7.2,0,45,38
24/7/2024,3:35:01,7.8,28.9,183,7.3,0,45,37
24/7/2024,4:05:01,10.5,28.9,182,7.3,0,45,37
24/7/2024,4:35:01,9,28.9,182,7.3,0,45,37
24/7/2024,5:05:01,7.7,28.8,182,7.4,0,45,37
24/7/2024,5:35:01,10.6,28.7,181,7.4,0,44,36
24/7/2024,6:05:01,14.8,28.8,242,6.1,12,73,66
24/7/2024,6:35:01,13.1,28.7,221,5.3,7,63,56
24/7/2024,7:05:01,14.4,28.6,213,5.3,6,59,52
24/7/2024,7:35:01,12.6,28.6,209,5.5,5,58,50
24/7/2024,8:05:01,12.9,28.5,205,5.8,4,56,48
24/7/2024,8:35:01,13.7,28.5,202,6,3,54,46
24/7/2024,9:05:01,11.4,28.6,200,6.1,3,53,46
24/7/2024,9:35:01,12.2,28.7,198,6.3,2,52,45
24/7/2024,10:05:01,11.7,28.7,197,6.3,2,52,44
24/7/2024,10:35:01,12.2,28.8,195,6.4,2,51,43
24/7/2024,11:05:01,11.8,28.8,194,6.4,2,50,43
24/7/2024,11:35:01,13.1,29,193,6.5,1,50,42
24/7/2024,12:05:01,12.5,29.1,191,6.5,1,49,41
24/7/2024,12:35:01,11,29.1,190,6.5,1,48,41
24/7/2024,13:05:01,12,29.7,190,6.6,1,48,41
24/7/2024,13:35:01,10.7,30.6,192,6.7,1,49,42
24/7/2024,14:05:01,10.7,31.3,191,6.7,1,49,41
24/7/2024,14:35:01,11.4,31.3,189,6.7,1,48,40
24/7/2024,15:05:01,9.8,31,187,6.7,0,47,39
24/7/2024,15:35:01,10.7,30.7,185,6.7,0,46,38
24/7/2024,16:05:01,12,30.5,184,6.7,0,45,38
24/7/2024,16:35:01,9.7,30.4,183,6.7,0,45,37
24/7/2024,17:05:01,9.8,30.3,181,6.7,0,44,36
24/7/2024,17:35:01,9.8,30.2,180,6.7,0,44,36
24/7/2024,18:05:01,10.9,30.2,180,6.7,0,44,36
24/7/2024,18:35:01,10.2,30.1,179,6.7,0,43,35
24/7/2024,19:05:01,9.8,30,178,6.7,0,43,35
24/7/2024,19:35:01,9.4,30,177,6.7,0,42,34
24/7/2024,20:05:01,9.9,30,177,6.6,0,42,34
24/7/2024,20:35:01,9.9,29.9,176,6.6,0,42,34
24/7/2024,21:05:01,9.4,29.8,175,6.6,0,41,33
24/7/2024,21:35:01,8.9,29.8,175,6.6,0,41,33
24/7/2024,22:05:01,9.9,29.8,174,6.6,0,41,33
24/7/2024,22:35:01,10,29.8,174,6.6,0,41,33
24/7/2024,23:05:01,8.9,29.7,173,6.7,0,40,32
24/7/2024,23:35:01,11,29.6,172,6.7,0,40,32
25/7/2024,0:05:01,8.5,29.7,172,6.8,0,40,32
25/7/2024,0:35:01,9.9,29.6,171,6.8,0,39,31
25/7/2024,1:05:01,9.5,29.5,171,6.9,0,39,31
25/7/2024,1:35:01,8.9,29.5,170,6.9,0,39,31
25/7/2024,2:05:01,10.8,29.4,170,7,0,39,31
25/7/2024,2:35:01,8.2,29.4,169,7,0,38,30
25/7/2024,3:05:01,8.9,29.3,169,7,0,38,30
25/7/2024,3:35:01,9.9,29.2,168,7,0,38,30
25/7/2024,4:05:01,9,29.1,168,7,0,38,30
25/7/2024,4:35:01,8.2,29.1,167,7,0,37,29
25/7/2024,5:05:01,8.2,29,167,7,0,37,29
25/7/2024,5:35:01,11.4,29,167,7,0,37,29
25/7/2024,6:05:01,10.4,28.9,166,7,0,37,29
25/7/2024,6:35:01,8.1,28.9,166,7,0,37,29
25/7/2024,7:05:01,9,28.9,165,7,0,36,29
25/7/2024,7:35:01,10.8,28.9,165,7,0,36,29
25/7/2024,8:05:01,8.2,28.9,165,7,0,36,29
25/7/2024,8:35:01,9,28.9,165,7,0,36,29
25/7/2024,9:05:01,9.2,28.9,165,7,0,36,29
25/7/2024,9:35:01,9.2,29,165,7,0,36,29
25/7/2024,10:05:01,9.4,29.1,164,7,0,36,28
25/7/2024,10:35:01,8.9,29.2,164,7.1,0,36,28
25/7/2024,11:05:01,8.2,29.3,164,7,0,36,28
25/7/2024,11:35:01,8.4,29.3,163,7,0,35,28
25/7/2024,12:05:01,8.4,29.5,162,7.1,0,35,27
25/7/2024,12:35:01,7.7,29.6,162,7.1,0,35,27
25/7/2024,13:05:01,7.7,30,162,7,0,35,27
25/7/2024,13:35:01,8.4,30.8,162,7.1,0,35,27
25/7/2024,14:05:01,10,31.8,162,7.2,0,35,27
25/7/2024,14:35:01,9.8,32.1,161,7.2,0,34,27
25/7/2024,15:05:01,8.6,31.7,159,7.2,0,33,26
25/7/2024,15:35:01,10.4,31.4,158,7.2,0,33,25
25/7/2024,16:05:01,9.6,31.1,156,7.2,0,32,24
25/7/2024,16:35:01,10.4,30.9,155,7.3,0,31,24
25/7/2024,17:05:01,8.2,30.8,154,7.3,0,31,23
25/7/2024,17:35:01,8.2,30.8,153,7.3,0,31,23
25/7/2024,18:05:01,7.5,30.7,152,7.3,0,30,22
25/7/2024,18:35:01,8.1,30.6,151,7.3,0,30,22
25/7/2024,19:05:01,7.6,30.5,151,7.3,0,30,22
25/7/2024,19:35:01,7.5,30.5,150,7.3,0,29,21
25/7/2024,20:05:01,8.4,30.4,150,7.3,0,29,21
25/7/2024,20:35:01,7.3,30.3,149,7.2,0,29,21
25/7/2024,21:05:01,6.5,30.2,149,7.2,0,29,21
25/7/2024,21:35:01,8.4,30.1,149,7.2,0,29,21
25/7/2024,22:05:01,6.5,30.1,148,7.2,0,28,20
25/7/2024,22:35:01,6.5,30,148,7.1,0,28,20
25/7/2024,23:05:01,8.1,30,147,7.1,0,28,20
25/7/2024,23:35:01,7.3,29.9,147,7,0,28,20
26/7/2024,0:05:01,6.5,29.8,147,7,0,28,20
26/7/2024,0:35:01,8.9,29.8,147,7,0,28,20
26/7/2024,1:05:01,7.4,29.7,146,7,0,27,19
26/7/2024,1:35:01,7.7,29.6,146,6.9,0,27,19
26/7/2024,2:05:01,7.5,29.6,145,6.9,0,27,19
26/7/2024,2:35:01,8.9,29.5,145,6.8,0,27,19
26/7/2024,3:05:01,7.6,29.4,145,6.7,0,27,19
26/7/2024,3:35:01,8.1,29.4,145,6.7,0,27,19
26/7/2024,4:05:01,9.7,29.3,144,6.6,0,26,18
26/7/2024,4:35:01,7.5,29.3,144,6.6,0,26,18
26/7/2024,5:05:01,7.6,29.2,144,6.5,0,26,18
26/7/2024,5:35:01,9,29.2,143,6.5,0,26,18
26/7/2024,6:05:01,7.7,29.1,143,6.4,0,26,18
26/7/2024,6:35:01,7.4,29.1,143,6.4,0,26,18
26/7/2024,7:05:01,7.5,29,143,6.3,0,26,18
26/7/2024,7:35:01,7.4,28.9,143,6.3,0,26,18
26/7/2024,8:05:01,7.5,29,143,6.2,0,26,18
26/7/2024,8:35:01,8.1,29,142,6.2,0,25,17
26/7/2024,9:05:01,7.4,29.1,142,6.2,0,25,17
26/7/2024,9:35:01,7.5,29.1,142,6.2,0,25,17
26/7/2024,10:05:01,8.2,29.2,142,6.1,0,25,17
26/7/2024,10:35:01,7.4,29.3,142,6.1,0,25,17
26/7/2024,11:05:01,8,29.4,142,6.1,0,25,17
26/7/2024,11:35:01,7.3,29.5,141,6,0,25,17
26/7/2024,12:05:01,6.5,29.6,141,6,0,25,17
26/7/2024,12:35:01,7.2,29.7,140,6.1,0,24,16
26/7/2024,13:05:01,8.9,30.2,140,6.1,0,24,16
26/7/2024,13:35:01,9,30.9,140,6.1,0,24,16
26/7/2024,14:05:01,7.4,30.9,139,6.2,0,24,16
26/7/2024,14:35:01,7.3,31,139,6.2,0,24,16
26/7/2024,15:05:01,7.6,30.9,138,6.2,0,23,15
26/7/2024,15:35:01,8.8,30.8,137,6.2,0,23,15
26/7/2024,16:05:01,6.5,30.8,137,6.2,0,23,15
26/7/2024,16:35:01,9.7,30.8,136,6.2,0,22,14
26/7/2024,17:05:01,6.8,30.7,136,6.2,0,22,14
26/7/2024,17:35:01,6.5,30.5,135,6.2,0,22,14
26/7/2024,18:05:01,8.8,30.5,135,6.1,0,22,14
26/7/2024,18:35:01,9.2,30.4,135,6.1,0,22,14
26/7/2024,19:05:01,7.6,30.2,134,6.1,0,21,13
26/7/2024,19:35:01,7.4,30.2,134,6.1,0,21,13
26/7/2024,20:05:01,6.5,30.1,134,6.1,0,21,13
26/7/2024,20:35:01,7.4,30,134,6.1,0,21,13
26/7/2024,21:05:01,6.8,30,133,6.1,0,21,13
26/7/2024,21:35:01,7.4,29.9,133,6,0,21,13
26/7/2024,22:05:01,7.5,29.9,133,6,0,21,13
26/7/2024,22:35:01,5.8,29.8,133,6,0,21,13
26/7/2024,23:05:01,6.4,29.8,133,6,0,21,13
26/7/2024,23:35:01,8.9,29.6,133,6,0,21,13
27/7/2024,0:05:01,6.8,29.6,133,5.9,0,21,13
27/7/2024,0:35:01,6.2,29.6,133,5.9,0,21,13
27/7/2024,1:05:01,6.8,29.5,133,5.9,0,21,13
27/7/2024,1:35:01,7.5,29.4,132,5.9,0,20,12
27/7/2024,2:05:01,5.8,29.4,132,5.9,0,20,12
27/7/2024,2:35:01,6.5,29.3,132,5.9,0,20,12
27/7/2024,3:05:01,6.8,29.2,132,5.8,0,20,12
27/7/2024,3:35:01,6.2,29.2,132,5.8,0,20,12
27/7/2024,4:05:01,6.5,29.1,132,5.8,0,20,12
27/7/2024,4:35:01,9,29.1,132,5.8,0,20,12
27/7/2024,5:05:01,5.8,29,132,5.7,0,20,12
27/7/2024,5:35:01,6.6,28.9,132,5.7,0,20,12
27/7/2024,6:05:01,7.6,28.9,131,5.6,0,20,12
27/7/2024,6:35:01,5.8,28.8,131,5.6,0,20,12
27/7/2024,7:05:01,6.2,28.8,131,5.6,0,20,12
27/7/2024,7:35:01,6.9,28.7,131,5.6,0,20,12
27/7/2024,8:05:01,6.5,28.8,131,5.6,0,20,12
27/7/2024,8:35:01,6.5,28.8,131,5.7,0,20,12
27/7/2024,9:05:01,7.4,28.8,131,5.7,0,20,12
27/7/2024,9:35:01,8.4,28.9,131,5.7,0,20,12
27/7/2024,10:05:01,7.3,28.9,131,5.8,0,20,12
