history data is exported  only for reference.,,,,,,,,
Export time:2024/08/04 18:26,,,,,,,,
,,,,,,,,
,,,,,,,,
date,time,Humi,Temp,EC,PH,N,P,K
10/7/2024,15:24:48,24,26.3,272,7.5,18,88,81
10/7/2024,15:54:48,22.4,26.4,272,7.7,18,88,81
10/7/2024,16:24:48,21.3,26.4,272,7.7,18,88,81
10/7/2024,16:54:48,21.7,26.5,272,7.8,18,88,81
10/7/2024,17:24:48,21.9,26.5,272,7.8,18,88,81
10/7/2024,17:54:48,21.3,26.5,272,7.9,18,88,81
10/7/2024,18:24:48,23.8,26.5,272,7.9,18,88,81
10/7/2024,18:54:48,21.7,26.5,272,8,18,88,81
10/7/2024,19:24:48,22.2,26.5,272,8.1,18,88,81
10/7/2024,19:54:48,21.1,26.5,272,8.1,18,88,81
10/7/2024,20:24:48,21.5,26.4,272,8.1,18,88,81
10/7/2024,20:54:48,22.4,26.4,272,8.2,18,88,81
10/7/2024,21:24:48,21.5,26.4,272,8.1,18,88,81
10/7/2024,21:54:48,21.1,26.3,272,8.2,18,88,81
10/7/2024,22:24:48,22.5,26.3,272,8.2,18,88,81
10/7/2024,22:54:48,21.6,26.2,272,8.2,18,88,81
10/7/2024,23:24:48,21,26.2,271,8.2,18,87,80
10/7/2024,23:54:48,20.2,26.2,271,8.2,18,87,80
11/7/2024,0:24:48,21.1,26.2,271,8.2,18,87,80
11/7/2024,0:54:48,20.3,26.1,271,8.2,18,87,80
11/7/2024,1:24:48,19.9,26.1,271,8.2,18,87,80
11/7/2024,1:54:48,21.7,26,271,8.2,18,87,80
11/7/2024,2:24:48,21.7,26,271,8.2,18,87,80
11/7/2024,2:54:48,20.8,25.9,271,8.2,18,87,80
11/7/2024,3:24:48,19.7,25.9,271,8.2,18,87,80
11/7/2024,3:54:48,20.6,25.9,271,8.2,18,87,80
11/7/2024,4:24:48,20.4,25.9,271,8.3,18,87,80
11/7/2024,4:54:48,21.4,25.9,271,8.2,18,87,80
11/7/2024,5:24:48,19.7,25.8,271,8.3,18,87,80
11/7/2024,5:54:48,20.2,25.8,271,8.3,18,87,80
11/7/2024,6:24:48,21,25.7,271,8.3,18,87,80
11/7/2024,6:54:48,19.9,25.7,271,8.3,18,87,80
11/7/2024,7:24:48,21.5,25.7,271,8.3,18,87,80
11/7/2024,7:54:48,21.7,25.7,271,8.4,18,87,80
11/7/2024,8:24:48,19.7,25.8,271,8.4,18,87,80
11/7/2024,8:54:48,21,25.8,271,8.4,18,87,80
11/7/2024,9:24:48,20.7,26,271,8.5,18,87,80
11/7/2024,9:54:48,21.4,26.1,271,8.5,18,87,80
11/7/2024,10:24:48,19.9,26.2,271,8.6,18,87,80
11/7/2024,10:54:48,19.5,26.4,271,8.6,18,87,80
11/7/2024,11:24:48,18.8,26.5,271,8.6,18,87,80
11/7/2024,11:54:48,22.2,26.7,271,8.7,18,87,80
11/7/2024,12:24:48,19,26.7,270,8.7,17,87,80
11/7/2024,12:54:48,19.5,26.9,270,8.7,17,87,80
11/7/2024,13:24:48,19.6,26.9,270,8.7,17,87,80
11/7/2024,13:54:48,19.4,27.1,270,8.8,17,87,80
11/7/2024,14:24:48,20.8,27.2,270,8.9,17,87,80
11/7/2024,14:54:48,18.8,27.2,270,8.9,17,87,80
11/7/2024,15:24:48,21,27.3,270,9,17,87,80
11/7/2024,15:54:48,20,27.3,270,9,17,87,80
11/7/2024,16:24:48,19,27.3,270,9,17,87,80
11/7/2024,16:54:48,20.4,27.4,270,9,17,87,80
11/7/2024,17:24:48,20.2,27.4,270,9,17,87,80
11/7/2024,17:54:48,19.5,27.4,269,9,17,86,79
11/7/2024,18:24:48,19.2,27.1,269,9,17,86,79
11/7/2024,18:54:48,18.5,27.2,269,9,17,86,79
11/7/2024,19:24:48,19,27.2,269,9,17,86,79
11/7/2024,19:54:48,18.3,27.2,269,9,17,86,79
11/7/2024,20:24:48,18.9,27.1,269,9,17,86,79
11/7/2024,20:54:48,19,27.1,269,9,17,86,79
11/7/2024,21:24:48,18.5,27,269,9,17,86,79
11/7/2024,21:54:48,18.3,27,269,9,17,86,79
11/7/2024,22:24:48,19.7,27,269,9,17,86,79
11/7/2024,22:54:48,18.2,26.9,269,9,17,86,79
11/7/2024,23:24:48,19,26.9,269,9,17,86,79
11/7/2024,23:54:48,18.3,26.9,269,9,17,86,79
12/7/2024,0:24:48,19.4,26.9,269,9,17,86,79
12/7/2024,0:54:48,19.2,26.9,269,9,17,86,79
12/7/2024,1:24:48,19.6,26.8,269,9,17,86,79
12/7/2024,1:54:48,18.8,26.8,269,9,17,86,79
12/7/2024,2:24:48,23.8,26.5,272,9,18,88,81
12/7/2024,2:54:48,24.1,26,273,9,18,88,81
12/7/2024,3:24:48,24.6,25.8,272,9,18,88,81
12/7/2024,3:54:48,24.3,25.7,273,9,18,88,81
12/7/2024,4:24:48,22.9,25.7,272,9,18,88,81
12/7/2024,4:54:48,24,25.6,272,9,18,88,81
12/7/2024,5:24:48,25.2,25.5,272,9,18,88,81
12/7/2024,5:54:48,24,25.5,272,9,18,88,81
12/7/2024,6:24:48,24.6,25.5,272,9,18,88,81
12/7/2024,6:54:48,23.8,25.4,272,9,18,88,81
12/7/2024,7:24:48,23.5,25.4,272,9,18,88,81
12/7/2024,7:54:49,23.6,25.4,272,9,18,88,81
12/7/2024,8:24:49,22.4,25.4,272,9,18,88,81
12/7/2024,8:54:49,23.5,25.5,272,9,18,88,81
12/7/2024,9:24:49,21.6,25.5,272,9,18,88,81
12/7/2024,9:54:49,21.6,25.5,272,9,18,88,81
12/7/2024,10:24:49,21.6,25.6,272,9,18,88,81
12/7/2024,10:54:49,21.6,25.7,271,9,18,87,80
12/7/2024,11:24:49,21.3,25.8,271,9,18,87,80
12/7/2024,11:54:49,21.2,26,271,9,18,87,80
12/7/2024,12:24:49,21.9,26.1,272,9,18,88,81
12/7/2024,12:54:49,21.7,26.3,271,9,18,87,80
12/7/2024,13:24:49,22.2,26.5,271,9,18,87,80
12/7/2024,13:54:49,21.1,26.5,271,9,18,87,80
12/7/2024,14:24:49,20.4,26.7,271,9,18,87,80
12/7/2024,14:54:49,21.7,26.7,271,9,18,87,80
12/7/2024,15:24:49,21.6,26.8,271,9,18,87,80
12/7/2024,15:54:49,21.7,26.9,271,9,18,87,80
12/7/2024,16:24:49,19.7,26.9,271,9,18,87,80
12/7/2024,16:54:49,19.2,27,271,9,18,87,80
12/7/2024,17:24:49,19.7,27,271,9,18,87,80
12/7/2024,17:54:49,19.5,27,271,9,18,87,80
12/7/2024,18:24:49,25,27.1,275,9,18,89,82
12/7/2024,18:54:49,25.3,27.2,279,8.4,19,91,84
12/7/2024,19:24:49,24.2,27.2,278,8.4,19,91,83
12/7/2024,19:54:49,23.9,27.1,277,8.5,19,90,83
12/7/2024,20:24:49,22.8,27,276,8.5,19,90,82
12/7/2024,20:54:49,24.4,26.9,276,8.6,19,90,82
12/7/2024,21:24:49,24.1,26.9,275,8.6,18,89,82
12/7/2024,21:54:49,22.7,26.8,275,8.7,18,89,82
12/7/2024,22:24:49,22.5,26.7,275,8.7,18,89,82
12/7/2024,22:54:49,24.1,26.8,275,8.8,18,89,82
12/7/2024,23:24:49,21.6,26.7,274,8.7,18,89,82
12/7/2024,23:54:49,21.5,26.7,274,8.8,18,89,82
13/7/2024,0:24:49,22.9,26.7,274,8.8,18,89,82
13/7/2024,0:54:49,22.2,26.6,274,8.8,18,89,82
13/7/2024,1:24:49,23.1,26.5,273,8.8,18,88,81
13/7/2024,1:54:49,22.2,26.5,273,8.8,18,88,81
13/7/2024,2:24:49,21.2,26.5,273,8.9,18,88,81
13/7/2024,2:54:49,22.8,26.5,273,8.9,18,88,81
13/7/2024,3:24:49,22.9,26.4,273,8.9,18,88,81
13/7/2024,3:54:49,22.5,26.4,273,8.9,18,88,81
13/7/2024,4:24:49,21.7,26.4,273,8.9,18,88,81
13/7/2024,4:54:49,21.3,26.3,273,9,18,88,81
13/7/2024,5:24:49,22.3,26.3,272,9,18,88,81
13/7/2024,5:54:49,21,26.2,272,9,18,88,81
13/7/2024,6:24:49,21.4,26.1,272,9,18,88,81
13/7/2024,6:54:49,20.8,26.1,272,9,18,88,81
13/7/2024,7:24:49,21,26.1,272,9,18,88,81
13/7/2024,7:54:49,21,26.1,272,9,18,88,81
13/7/2024,8:24:49,20.2,26.1,272,9,18,88,81
13/7/2024,8:54:49,22,26.2,272,9,18,88,81
13/7/2024,9:24:49,20.8,26.3,272,9,18,88,81
13/7/2024,9:54:49,21.7,26.3,272,9,18,88,81
13/7/2024,10:24:49,19.9,26.5,272,9,18,88,81
13/7/2024,10:54:49,19.7,26.6,272,9,18,88,81
13/7/2024,11:24:49,20.4,26.7,272,9,18,88,81
13/7/2024,11:54:49,20.4,26.9,271,9,18,87,80
13/7/2024,12:24:49,20.5,27,271,9,18,87,80
13/7/2024,12:54:49,19.2,27.1,271,9,18,87,80
13/7/2024,13:24:49,20.4,27.2,271,9,18,87,80
13/7/2024,13:54:49,20.6,27.2,271,9,18,87,80
13/7/2024,14:24:49,19,27.4,271,9,18,87,80
13/7/2024,14:54:49,20,27.4,271,9,18,87,80
13/7/2024,15:24:49,18.5,27.4,271,9,18,87,80
13/7/2024,15:54:49,19.4,27.4,270,9,17,87,80
13/7/2024,16:24:49,19,27.4,270,9,17,87,80
13/7/2024,16:54:49,20.7,27.4,270,9,17,87,80
13/7/2024,17:24:49,20.7,27.4,270,9,17,87,80
13/7/2024,17:54:49,19.2,27.4,270,9,17,87,80
13/7/2024,18:24:49,22.3,27.5,288,7.4,21,96,88
13/7/2024,18:54:49,21.1,27.4,285,7.5,21,94,87
13/7/2024,19:24:49,22,27.4,284,7.6,20,94,86
13/7/2024,19:54:49,19.7,27.4,283,7.8,20,93,86
13/7/2024,20:24:49,22.1,27.4,282,7.9,20,93,85
13/7/2024,20:54:49,21.7,27.3,281,8.1,20,92,85
13/7/2024,21:24:49,20.4,27.3,281,8.2,20,92,85
13/7/2024,21:54:49,19.7,27.2,280,8.3,20,92,84
13/7/2024,22:24:49,19.6,27.1,279,8.4,19,91,84
13/7/2024,22:54:49,18.9,27.1,279,8.4,19,91,84
13/7/2024,23:24:49,19,27,278,8.5,19,91,83
13/7/2024,23:54:49,18.9,27,278,8.5,19,91,83
14/7/2024,0:24:49,21,27,277,8.5,19,90,83
14/7/2024,0:54:49,20.1,26.9,277,8.5,19,90,83
14/7/2024,1:24:49,19.6,26.9,277,8.5,19,90,83
14/7/2024,1:54:49,20.8,26.8,276,8.5,19,90,82
14/7/2024,2:24:49,19.5,26.8,276,8.5,19,90,82
14/7/2024,2:54:49,19.2,26.7,276,8.4,19,90,82
14/7/2024,3:24:49,19.2,26.7,276,8.5,19,90,82
14/7/2024,3:54:49,19.2,26.7,275,8.5,18,89,82
14/7/2024,4:24:49,20.8,26.6,275,8.5,18,89,82
14/7/2024,4:54:49,18.3,26.5,275,8.5,18,89,82
14/7/2024,5:24:49,19,26.5,275,8.5,18,89,82
14/7/2024,5:54:49,20.1,26.5,274,8.4,18,89,82
14/7/2024,6:24:49,18.3,26.5,274,8.4,18,89,82
14/7/2024,6:54:49,20.7,26.5,274,8.5,18,89,82
14/7/2024,7:24:49,18.5,26.5,274,8.5,18,89,82
14/7/2024,7:54:49,18.3,26.4,274,8.5,18,89,82
14/7/2024,8:24:49,19.6,26.4,274,8.5,18,89,82
14/7/2024,8:54:49,20.1,26.5,274,8.5,18,89,82
14/7/2024,9:24:49,19.5,26.5,273,8.5,18,88,81
14/7/2024,9:54:49,18.3,26.6,273,8.6,18,88,81
14/7/2024,10:24:49,19.6,26.6,273,8.6,18,88,81
14/7/2024,10:54:49,18.2,26.7,273,8.5,18,88,81
14/7/2024,11:24:49,19.6,26.8,273,8.6,18,88,81
14/7/2024,11:54:49,19.5,26.9,273,8.6,18,88,81
14/7/2024,12:24:49,19,27.1,273,8.6,18,88,81
14/7/2024,12:54:49,18.3,27.1,273,8.6,18,88,81
14/7/2024,13:24:49,17.9,27.3,272,8.7,18,88,81
14/7/2024,13:54:49,19,27.3,272,8.7,18,88,81
14/7/2024,14:24:49,17.2,27.3,272,8.7,18,88,81
14/7/2024,14:54:49,18.9,27.4,272,8.8,18,88,81
14/7/2024,15:24:49,17.4,27.4,272,8.8,18,88,81
14/7/2024,15:54:49,17.1,27.4,272,8.8,18,88,81
14/7/2024,16:24:49,19.5,27.5,272,8.9,18,88,81
14/7/2024,16:54:49,16.7,27.5,272,8.8,18,88,81
14/7/2024,17:24:49,19.9,27.6,275,8.5,18,89,82
14/7/2024,17:54:49,21.2,27.6,275,8.6,18,89,82
14/7/2024,18:24:49,20.1,27.6,275,8.6,18,89,82
14/7/2024,18:54:49,21,27.6,275,8.7,18,89,82
14/7/2024,19:24:49,20.3,27.6,275,8.7,18,89,82
14/7/2024,19:54:49,20.2,27.5,274,8.7,18,89,82
14/7/2024,20:24:49,22.2,27.5,274,8.7,18,89,82
14/7/2024,20:54:49,21.7,27.5,274,8.8,18,89,82
14/7/2024,21:24:49,21,27.4,274,8.8,18,89,82
14/7/2024,21:54:50,19.7,27.3,274,8.8,18,89,82
14/7/2024,22:24:50,19.5,27.3,273,8.8,18,88,81
14/7/2024,22:54:50,19.9,27.3,273,8.8,18,88,81
14/7/2024,23:24:50,18.9,27.2,273,8.8,18,88,81
14/7/2024,23:54:50,20.3,27.2,273,8.9,18,88,81
15/7/2024,0:24:50,19,27.1,273,8.9,18,88,81
15/7/2024,0:54:50,20,27,273,8.9,18,88,81
15/7/2024,1:24:50,19.2,26.9,273,8.9,18,88,81
15/7/2024,1:54:50,19.6,26.9,272,8.9,18,88,81
15/7/2024,2:24:50,19.2,26.9,272,9,18,88,81
15/7/2024,2:54:50,20.3,26.8,272,8.9,18,88,81
15/7/2024,3:24:50,20.8,26.7,272,9,18,88,81
15/7/2024,3:54:50,19.6,26.7,272,9,18,88,81
15/7/2024,4:24:50,19.2,26.6,271,9,18,87,80
15/7/2024,4:54:50,19.9,26.6,271,9,18,87,80
15/7/2024,5:24:50,19,26.5,271,9,18,87,80
15/7/2024,5:54:50,20.3,26.5,271,9,18,87,80
15/7/2024,6:24:50,18.5,26.5,271,9,18,87,80
15/7/2024,6:54:50,19.5,26.5,271,9,18,87,80
15/7/2024,7:24:50,18.3,26.4,271,9,18,87,80
15/7/2024,7:54:50,20.2,26.4,271,9,18,87,80
15/7/2024,8:24:50,19.6,26.4,270,9,17,87,80
15/7/2024,8:54:50,18.8,26.5,270,9,17,87,80
15/7/2024,9:24:50,19,26.6,270,9,17,87,80
15/7/2024,9:54:50,19.6,26.6,270,9,17,87,80
15/7/2024,10:24:50,19.5,26.7,270,9,17,87,80
15/7/2024,10:54:50,19,26.9,270,9,17,87,80
15/7/2024,11:24:50,17.8,26.9,270,9,17,87,80
15/7/2024,11:54:50,19,27,270,9,17,87,80
15/7/2024,12:24:50,19.7,27.2,270,9,17,87,80
15/7/2024,12:54:50,19.2,27.3,270,9,17,87,80
15/7/2024,13:24:50,19.1,27.4,270,9,17,87,80
15/7/2024,13:54:50,18.2,27.5,270,9,17,87,80
15/7/2024,14:24:50,17.4,27.6,270,9,17,87,80
15/7/2024,14:54:50,19.5,27.6,270,9,17,87,80
15/7/2024,15:24:50,17.6,27.6,270,9,17,87,80
15/7/2024,15:54:50,18.3,27.7,269,9,17,86,79
15/7/2024,16:24:50,18.7,27.7,269,9,17,86,79
15/7/2024,16:54:50,17.7,27.7,269,9,17,86,79
15/7/2024,17:24:50,17.1,27.6,269,9,17,86,79
15/7/2024,17:54:50,18,27.7,269,9,17,86,79
15/7/2024,18:24:50,22.2,27.7,273,9,18,88,81
15/7/2024,18:54:50,21.6,27.7,273,9,18,88,81
15/7/2024,19:24:50,21.1,27.6,273,9,18,88,81
15/7/2024,19:54:50,21,27.5,273,9,18,88,81
15/7/2024,20:24:50,21,27.4,273,9,18,88,81
15/7/2024,20:54:50,20.8,27.3,272,9,18,88,81
15/7/2024,21:24:50,21.6,27.3,272,9,18,88,81
15/7/2024,21:54:50,20.6,27.2,272,9,18,88,81
15/7/2024,22:24:50,20.2,27.2,272,9,18,88,81
15/7/2024,22:54:50,21.7,27.2,272,9,18,88,81
15/7/2024,23:24:50,20.4,27,272,9,18,88,81
15/7/2024,23:54:50,20.2,27,272,9,18,88,81
16/7/2024,0:24:50,21.4,27,272,9,18,88,81
16/7/2024,0:54:50,19.9,26.9,272,9,18,88,81
16/7/2024,1:24:50,19.9,26.9,271,9,18,87,80
16/7/2024,1:54:50,20.4,26.9,271,9,18,87,80
16/7/2024,2:24:50,20.6,26.8,271,9,18,87,80
16/7/2024,2:54:50,19.5,26.7,271,9,18,87,80
16/7/2024,3:24:50,19.5,26.7,271,9,18,87,80
16/7/2024,3:54:50,19.5,26.6,271,9,18,87,80
16/7/2024,4:24:50,20.4,26.6,271,9,18,87,80
16/7/2024,4:54:50,21,26.5,271,9,18,87,80
16/7/2024,5:24:50,18.5,26.5,271,9,18,87,80
16/7/2024,5:54:50,20.2,26.5,270,9,17,87,80
16/7/2024,6:24:50,19,26.5,270,9,17,87,80
16/7/2024,6:54:50,19.5,26.5,270,9,17,87,80
16/7/2024,7:24:50,19.7,26.5,270,9,17,87,80
16/7/2024,7:54:50,19.2,26.5,270,9,17,87,80
16/7/2024,8:24:50,20,26.5,270,9,17,87,80
16/7/2024,8:54:50,20,26.6,270,9,17,87,80
16/7/2024,9:24:50,18.5,26.6,270,9,17,87,80
16/7/2024,9:54:50,18.3,26.7,270,9,17,87,80
16/7/2024,10:24:50,18.3,26.9,270,9,17,87,80
16/7/2024,10:54:50,19.5,26.9,270,9,17,87,80
16/7/2024,11:24:50,20,27,270,9,17,87,80
16/7/2024,11:54:50,19.2,27.2,270,9,17,87,80
16/7/2024,12:24:50,18.3,27.2,270,9,17,87,80
16/7/2024,12:54:50,18.8,27.3,270,9,17,87,80
16/7/2024,13:24:50,18.3,27.4,269,9,17,86,79
16/7/2024,13:54:50,17.6,27.5,269,9,17,86,79
16/7/2024,14:24:50,17.6,27.5,269,9,17,86,79
16/7/2024,14:54:50,18.2,27.6,269,9,17,86,79
16/7/2024,15:24:50,17.4,27.6,269,9,17,86,79
16/7/2024,15:54:50,19.3,27.6,269,9,17,86,79
16/7/2024,16:24:50,17.4,27.6,269,9,17,86,79
16/7/2024,16:54:50,17.8,27.6,269,9,17,86,79
16/7/2024,17:24:50,18,27.7,269,9,17,86,79
16/7/2024,17:54:50,17.8,27.7,269,9,17,86,79
16/7/2024,18:24:50,17.1,27.7,269,9,17,86,79
16/7/2024,18:54:50,18.2,27.6,269,9,17,86,79
16/7/2024,19:24:50,17.7,27.6,269,9,17,86,79
16/7/2024,19:54:50,18.2,27.5,269,9,17,86,79
16/7/2024,20:24:50,17.7,27.4,269,9,17,86,79
16/7/2024,20:54:50,17.6,27.4,269,9,17,86,79
16/7/2024,21:24:50,17.4,27.4,269,9,17,86,79
16/7/2024,21:54:50,17.7,27.4,269,9,17,86,79
16/7/2024,22:24:50,18.7,27.3,269,9,17,86,79
16/7/2024,22:54:50,18.3,27.3,269,9,17,86,79
16/7/2024,23:24:50,16.5,27.2,269,9,17,86,79
16/7/2024,23:54:50,18.4,27.1,269,9,17,86,79
17/7/2024,0:24:50,17.8,27.1,269,9,17,86,79
17/7/2024,0:54:50,17.7,27,269,9,17,86,79
17/7/2024,1:24:50,18.6,26.9,269,9,17,86,79
17/7/2024,1:54:50,17.5,26.9,269,9,17,86,79
17/7/2024,2:24:50,18,26.8,269,9,17,86,79
17/7/2024,2:54:50,17.8,26.8,268,9,17,86,79
17/7/2024,3:24:50,17.1,26.7,269,9,17,86,79
17/7/2024,3:54:50,16.7,26.7,268,9,17,86,79
17/7/2024,4:24:50,17.6,26.6,269,9,17,86,79
17/7/2024,4:54:50,17.4,26.5,269,9,17,86,79
17/7/2024,5:24:50,17.4,26.5,268,9,17,86,79
17/7/2024,5:54:50,17.7,26.5,268,9,17,86,79
17/7/2024,6:24:50,17.1,26.4,268,9,17,86,79
17/7/2024,6:54:50,18.8,26.4,268,9,17,86,79
17/7/2024,7:24:50,18.1,26.4,268,9,17,86,79
17/7/2024,7:54:50,18.1,26.4,268,9,17,86,79
17/7/2024,8:24:50,16.4,26.4,268,9,17,86,79
17/7/2024,8:54:50,18.8,26.5,268,9,17,86,79
17/7/2024,9:24:50,18.5,26.6,268,9,17,86,79
17/7/2024,9:54:51,16.4,26.7,268,9,17,86,79
17/7/2024,10:24:51,16.7,26.9,268,9,17,86,79
17/7/2024,10:54:51,17.8,26.9,268,9,17,86,79
17/7/2024,11:24:51,16.2,27.1,268,9,17,86,79
17/7/2024,11:54:51,16.4,27.2,268,9,17,86,79
17/7/2024,12:24:51,18.2,27.2,268,9,17,86,79
17/7/2024,12:54:51,17.3,27.4,268,9,17,86,79
17/7/2024,13:24:51,16.4,27.4,268,9,17,86,79
17/7/2024,13:54:51,16.5,27.4,268,9,17,86,79
17/7/2024,14:24:51,16,27.5,268,9,17,86,79
17/7/2024,14:54:51,17.5,27.6,268,9,17,86,79
17/7/2024,15:24:51,15.9,27.6,268,9,17,86,79
17/7/2024,15:54:51,16.2,27.6,268,9,17,86,79
17/7/2024,16:24:51,15.6,27.7,268,9,17,86,79
17/7/2024,16:54:51,16.8,27.7,268,9,17,86,79
17/7/2024,17:24:51,16.1,27.7,268,9,17,86,79
17/7/2024,17:54:51,17,27.8,268,9,17,86,79
17/7/2024,18:24:51,16.2,27.7,268,9,17,86,79
17/7/2024,18:54:51,16.1,27.7,268,9,17,86,79
17/7/2024,19:24:51,17.4,27.6,268,9,17,86,79
17/7/2024,19:54:51,15.6,27.5,268,9,17,86,79
17/7/2024,20:24:51,16.8,27.4,268,9,17,86,79
17/7/2024,20:54:51,16,27.4,268,9,17,86,79
17/7/2024,21:24:51,16.8,27.3,268,9,17,86,79
17/7/2024,21:54:51,16.8,27.3,268,9,17,86,79
17/7/2024,22:24:51,16.8,27.2,268,9,17,86,79
17/7/2024,22:54:51,15.6,27.2,268,9,17,86,79
17/7/2024,23:24:51,16.2,27.1,268,9,17,86,79
17/7/2024,23:54:51,15.6,27.1,268,9,17,86,79
18/7/2024,0:24:51,15.5,27.1,268,9,17,86,79
18/7/2024,0:54:51,17.2,27,268,9,17,86,79
18/7/2024,1:24:51,17.2,26.9,268,9,17,86,79
18/7/2024,1:54:51,15.5,26.9,268,9,17,86,79
18/7/2024,2:24:51,16.8,26.9,268,9,17,86,79
18/7/2024,2:54:51,15.5,26.8,268,9,17,86,79
18/7/2024,3:24:51,16.4,26.8,268,9,17,86,79
18/7/2024,3:54:51,16.8,26.7,267,9,17,86,78
18/7/2024,4:24:51,16.2,26.7,268,9,17,86,79
18/7/2024,4:54:51,16.1,26.7,267,9,17,86,78
18/7/2024,5:24:51,18.1,26.7,268,9,17,86,79
18/7/2024,5:54:51,15.5,26.6,268,9,17,86,79
18/7/2024,6:24:51,15.5,26.7,267,9,17,86,78
18/7/2024,6:54:51,17,26.7,268,9,17,86,79
18/7/2024,7:24:51,17,26.6,268,9,17,86,79
18/7/2024,7:54:51,16.7,26.6,269,9,17,86,79
18/7/2024,8:24:51,17.6,26.7,269,9,17,86,79
18/7/2024,8:54:51,17.4,26.7,269,9,17,86,79
18/7/2024,9:24:51,17.1,26.8,269,9,17,86,79
18/7/2024,9:54:51,17.7,26.9,269,9,17,86,79
18/7/2024,10:24:51,17.1,27,269,9,17,86,79
18/7/2024,10:54:51,17.7,27.1,269,9,17,86,79
18/7/2024,11:24:51,17.8,27.2,269,9,17,86,79
18/7/2024,11:54:51,18.3,27.3,269,9,17,86,79
18/7/2024,12:24:51,18.3,27.4,269,9,17,86,79
18/7/2024,12:54:51,17.1,27.5,269,9,17,86,79
18/7/2024,13:24:51,17.7,27.6,269,9,17,86,79
18/7/2024,13:54:51,17.7,27.7,269,9,17,86,79
18/7/2024,14:24:51,18.1,27.8,269,9,17,86,79
18/7/2024,14:54:51,16.7,27.8,269,9,17,86,79
18/7/2024,15:24:51,18.2,27.8,269,9,17,86,79
18/7/2024,15:54:51,18,27.9,269,9,17,86,79
18/7/2024,16:24:51,17.1,27.9,269,9,17,86,79
18/7/2024,16:54:51,18.2,27.9,269,9,17,86,79
